Id,lat,lng,desc,zip,title,timeStamp,twp,addr,e
452,40.2216258,-75.3875797,SKIPPACK PIKE & EVANSBURG RD;  SKIPPACK; Station 336; 2015-12-11 @ 19:49:39;,19438.0,EMS: FRACTURE,2015-12-11 19:49:39,SKIPPACK,SKIPPACK PIKE & EVANSBURG RD,1
453,40.3305544,-75.6238893,MONTGOMERY AVE & E 6TH ST;  DOUGLASS; Station 332; 2015-12-11 @ 19:47:46;,19512.0,EMS: UNKNOWN MEDICAL EMERGENCY,2015-12-11 19:47:46,DOUGLASS,MONTGOMERY AVE & E 6TH ST,1
454,40.1816167,-75.2312638,PENLLYN PIKE & FOXFIELD RD;  LOWER GWYNEDD; Station 351; 2015-12-11 @ 19:50:59;,19002.0,EMS: FEVER,2015-12-11 19:50:59,LOWER GWYNEDD,PENLLYN PIKE & FOXFIELD RD,1
455,40.2013457,-75.5384201,LEWIS RD & COUNTRY CLUB RD;  LIMERICK; Station 325; 2015-12-11 @ 19:53:48;,19468.0,EMS: SEIZURES,2015-12-11 19:53:48,LIMERICK,LEWIS RD & COUNTRY CLUB RD,1
456,40.2355078,-75.5905277,LINFIELD RD & S SANATOGA RD;  LOWER POTTSGROVE; Station 329; 2015-12-11 @ 19:47:02;,19464.0,EMS: VEHICLE ACCIDENT,2015-12-11 19:47:02,LOWER POTTSGROVE,LINFIELD RD & S SANATOGA RD,1
457,40.1370566,-75.1213913,EASTON RD & OLD WELSH RD; ABINGTON; 2015-12-11 @ 19:57:14;,19090.0,Traffic: VEHICLE ACCIDENT -,2015-12-11 19:57:14,ABINGTON,EASTON RD & OLD WELSH RD,1
458,40.0360047,-75.3491971,LANCASTER AVE & N SPRING MILL RD; DELAWARE COUNTY; 2015-12-11 @ 19:56:34-Station:STA23;,19085.0,Fire: FIRE ALARM,2015-12-11 19:56:34,DELAWARE COUNTY,LANCASTER AVE & N SPRING MILL RD,1
459,40.1392582,-75.1641167,N LIMEKILN PIKE & SUSQUEHANNA RD; UPPER DUBLIN; 2015-12-11 @ 20:04:17;,19025.0,Traffic: DISABLED VEHICLE -,2015-12-11 20:04:17,UPPER DUBLIN,N LIMEKILN PIKE & SUSQUEHANNA RD,1
460,40.1652088,-75.2071308,BUTLER PIKE & SUSQUEHANNA RD; UPPER DUBLIN; 2015-12-11 @ 20:11:02;,19002.0,Traffic: VEHICLE ACCIDENT -,2015-12-11 20:11:02,UPPER DUBLIN,BUTLER PIKE & SUSQUEHANNA RD,1
461,40.0056436,-75.2219357,BELMONT AVE & ST ASAPHS RD; LOWER MERION; 2015-12-11 @ 20:18:00-Station:STA28;,19004.0,Fire: CARBON MONOXIDE DETECTOR,2015-12-11 20:18:00,LOWER MERION,BELMONT AVE & ST ASAPHS RD,1
462,40.2163198,-75.4450463,PERKIOMEN CREEK RD & MOUNTAINTOP DR; SKIPPACK; 2015-12-11 @ 20:29:03;,19426.0,Traffic: VEHICLE ACCIDENT -,2015-12-11 20:29:03,SKIPPACK,PERKIOMEN CREEK RD & MOUNTAINTOP DR,1
463,40.2239516,-75.3470852,MORRIS RD & HENNING WAY;  TOWAMENCIN; Station 345B; 2015-12-11 @ 20:27:56;,19446.0,EMS: VEHICLE ACCIDENT,2015-12-11 20:27:56,TOWAMENCIN,MORRIS RD & HENNING WAY,1
464,40.2239516,-75.3470852,MORRIS RD & HENNING WAY; TOWAMENCIN; 2015-12-11 @ 20:28:55;,19446.0,Traffic: VEHICLE ACCIDENT -,2015-12-11 20:28:55,TOWAMENCIN,MORRIS RD & HENNING WAY,1
465,40.2239516,-75.3470852,MORRIS RD & HENNING WAY; TOWAMENCIN; 2015-12-11 @ 20:33:56-Station:STA76;,19446.0,Fire: S/B AT HELICOPTER LANDING,2015-12-11 20:33:56,TOWAMENCIN,MORRIS RD & HENNING WAY,1
466,40.251523,-75.329557,CARPENTER LN & DEAD END;  TOWAMENCIN; Station 345B; 2015-12-11 @ 20:35:37;,19446.0,EMS: HEMORRHAGING,2015-12-11 20:35:37,TOWAMENCIN,CARPENTER LN & DEAD END,1
467,40.1330371,-75.4084631,SHANNONDELL DR & SHANNONDELL BLVD; LOWER PROVIDENCE; 2015-12-11 @ 20:37:54-Station:STA53;,19403.0,Fire: FIRE ALARM,2015-12-11 20:37:54,LOWER PROVIDENCE,SHANNONDELL DR & SHANNONDELL BLVD,1
468,40.1258785,-75.0861109,WELSH RD & WALLER DR; LOWER MORELAND; 2015-12-11 @ 20:54:34;,19006.0,Traffic: ROAD OBSTRUCTION -,2015-12-11 20:54:34,LOWER MORELAND,WELSH RD & WALLER DR,1
469,39.9922519,-75.2544548,WYNNEWOOD RD & S LATCHS LN;  LOWER MERION; Station 313; 2015-12-11 @ 21:00:33;,19096.0,EMS: ABDOMINAL PAINS,2015-12-11 21:00:33,LOWER MERION,WYNNEWOOD RD & S LATCHS LN,1
470,40.155827,-75.3652085,GERMANTOWN PIKE & BRIDLE PATH RD;  EAST NORRITON; Station 308B; 2015-12-11 @ 20:58:02;,19403.0,EMS: CARDIAC EMERGENCY,2015-12-11 20:58:02,EAST NORRITON,GERMANTOWN PIKE & BRIDLE PATH RD,1
471,40.1695156,-75.0686708,COUNTY LINE RD & SHOEMAKER RD; UPPER MORELAND; 2015-12-11 @ 21:02:20;,19006.0,Traffic: VEHICLE ACCIDENT -,2015-12-11 21:02:20,UPPER MORELAND,COUNTY LINE RD & SHOEMAKER RD,1
472,40.1580254,-75.2992999,DEKALB PIKE & JOLLY RD; WHITPAIN; 2015-12-11 @ 21:01:43;,19422.0,Traffic: VEHICLE ACCIDENT -,2015-12-11 21:01:43,WHITPAIN,DEKALB PIKE & JOLLY RD,1
473,40.1208914,-75.0688687,WELSH RD & CARSON TER; LOWER MORELAND; 2015-12-11 @ 21:10:11;,19006.0,Traffic: DISABLED VEHICLE -,2015-12-11 21:10:11,LOWER MORELAND,WELSH RD & CARSON TER,1
474,40.2365815,-75.3007353,ALLENTOWN RD & BREEZEWOOD LN; UPPER GWYNEDD; 2015-12-11 @ 21:13:49;,19446.0,Traffic: VEHICLE ACCIDENT -,2015-12-11 21:13:49,UPPER GWYNEDD,ALLENTOWN RD & BREEZEWOOD LN,1
475,40.1617309,-75.2955376,DEKALB PIKE & CHERRY LN; WHITPAIN; 2015-12-11 @ 21:01:43;,19422.0,Traffic: VEHICLE ACCIDENT -,2015-12-11 21:01:43,WHITPAIN,DEKALB PIKE & CHERRY LN,1
476,40.3400721,-75.5917092,RAMP RT73 TO RT100  & RT100 SB; DOUGLASS; 2015-12-11 @ 21:21:14-Station:STA67;,19422.0,Fire: VEHICLE ACCIDENT,2015-12-11 21:21:14,DOUGLASS,RAMP RT73 TO RT100  & RT100 SB,1
477,40.3400721,-75.5917092,RAMP RT73 TO RT100  & RT100 SB; DOUGLASS; 2015-12-11 @ 21:11:18;,19422.0,Traffic: VEHICLE ACCIDENT -,2015-12-11 21:11:18,DOUGLASS,RAMP RT73 TO RT100  & RT100 SB,1
478,40.2195658,-75.2203898,DRAKE LN & THAMES DR; MONTGOMERY; 2015-12-11 @ 21:34:50-Station:STA18;,19454.0,Fire: FIRE ALARM,2015-12-11 21:34:50,MONTGOMERY,DRAKE LN & THAMES DR,1
479,40.1515127,-75.1927847,TRESSLER DR & SHAW DR;  UPPER DUBLIN; Station 351; 2015-12-11 @ 21:46:07;,19034.0,EMS: SUBJECT IN PAIN,2015-12-11 21:46:07,UPPER DUBLIN,TRESSLER DR & SHAW DR,1
480,40.0972222,-75.3761952,HILLSIDE RD & DEAD END;  UPPER MERION; Station 317; 2015-12-11 @ 21:49:00;,19034.0,EMS: MEDICAL ALERT ALARM,2015-12-11 21:49:00,UPPER MERION,HILLSIDE RD & DEAD END,1
481,40.0746954,-75.3054689,FAYETTE ST & W 2ND AVE; CONSHOHOCKEN; 2015-12-11 @ 21:53:45-Station:STA36;,19428.0,Fire: FIRE ALARM,2015-12-11 21:53:45,CONSHOHOCKEN,FAYETTE ST & W 2ND AVE,1
482,40.0872847,-75.2930869,BUTLER PIKE & E NORTH LN; WHITEMARSH; 2015-12-11 @ 22:00:52;,19428.0,Traffic: DISABLED VEHICLE -,2015-12-11 22:00:52,WHITEMARSH,BUTLER PIKE & E NORTH LN,1
483,40.0059715,-75.2435911,RAMP MATSONSFORD RD TO I476  & MATSONS FORD RD; LOWER MERION; 2015-12-11 @ 22:08:44;,19004.0,Traffic: DISABLED VEHICLE -,2015-12-11 22:08:44,LOWER MERION,RAMP MATSONSFORD RD TO I476  & MATSONS FORD RD,1
484,40.2290075,-75.3878525,COUNTY LINE RD & RR CROSSING;  BUCKS COUNTY; Station EMS; 2015-12-11 @ 22:19:44;,19004.0,EMS: RESPIRATORY EMERGENCY,2015-12-11 22:19:44,BUCKS COUNTY,COUNTY LINE RD & RR CROSSING,1
485,40.1641285,-75.476484,S COLLEGEVILLE RD & TOWN CENTER DR; UPPER PROVIDENCE; 2015-12-11 @ 22:18:49;,19426.0,Traffic: DISABLED VEHICLE -,2015-12-11 22:18:49,UPPER PROVIDENCE,S COLLEGEVILLE RD & TOWN CENTER DR,1
486,40.1165291,-75.1687182,S LIMEKILN PIKE & CHELSEA AVE; UPPER DUBLIN; 2015-12-11 @ 22:20:06;,19038.0,Traffic: VEHICLE ACCIDENT -,2015-12-11 22:20:06,UPPER DUBLIN,S LIMEKILN PIKE & CHELSEA AVE,1
487,40.1256093,-75.1654547,S LIMEKILN PIKE;  UPPER DUBLIN; Station 383; 2015-12-11 @ 22:28:29;,19038.0,EMS: VEHICLE ACCIDENT,2015-12-11 22:28:29,UPPER DUBLIN,S LIMEKILN PIKE,1
488,40.1165291,-75.1687182,S LIMEKILN PIKE & CHELSEA AVE; UPPER DUBLIN; 2015-12-11 @ 22:29:07;,19038.0,Traffic: VEHICLE ACCIDENT -,2015-12-11 22:29:07,UPPER DUBLIN,S LIMEKILN PIKE & CHELSEA AVE,1
489,40.0929049,-75.2617156,GERMANTOWN PIKE & JOSHUA RD; WHITEMARSH; 2015-12-11 @ 22:30:08;,19444.0,Traffic: VEHICLE ACCIDENT -,2015-12-11 22:30:08,WHITEMARSH,GERMANTOWN PIKE & JOSHUA RD,1
490,40.2543376,-75.5730758,OAKDALE DR & WOODMERE RD; LOWER POTTSGROVE; 2015-12-11 @ 22:50:53-Station:STA58;,19464.0,Fire: VEHICLE ACCIDENT,2015-12-11 22:50:53,LOWER POTTSGROVE,OAKDALE DR & WOODMERE RD,1
491,40.1429112,-75.2611439,ROMSEY DR & DUNDEE DR;  WHITPAIN; Station 385; 2015-12-11 @ 22:50:08;,19422.0,EMS: RESPIRATORY EMERGENCY,2015-12-11 22:50:08,WHITPAIN,ROMSEY DR & DUNDEE DR,1
492,40.1033767,-75.4124499,VALLEY FORGE CIR & OLD VALLEY FORGE RD;  UPPER MERION; Station 317; 2015-12-11 @ 22:48:28;,19406.0,EMS: RESPIRATORY EMERGENCY,2015-12-11 22:48:28,UPPER MERION,VALLEY FORGE CIR & OLD VALLEY FORGE RD,1
493,40.2543376,-75.5730758,OAKDALE DR & WOODMERE RD;  LOWER POTTSGROVE; Station 329; 2015-12-11 @ 22:51:04;,19464.0,EMS: VEHICLE ACCIDENT,2015-12-11 22:51:04,LOWER POTTSGROVE,OAKDALE DR & WOODMERE RD,1
494,40.2543376,-75.5730758,OAKDALE DR & WOODMERE RD; LOWER POTTSGROVE; 2015-12-11 @ 22:51:25;,19464.0,Traffic: VEHICLE ACCIDENT -,2015-12-11 22:51:25,LOWER POTTSGROVE,OAKDALE DR & WOODMERE RD,1
495,40.1082672,-75.3062326,RAMP I476 NB TO CHEMICAL RD & BLUEROUTE NB; PLYMOUTH; 2015-12-11 @ 22:52:50;,19464.0,Traffic: VEHICLE ACCIDENT -,2015-12-11 22:52:50,PLYMOUTH,RAMP I476 NB TO CHEMICAL RD & BLUEROUTE NB,1
496,40.1074003,-75.113206,THE FAIRWAY  & RYDAL RD; ABINGTON; 2015-12-11 @ 22:54:16-Station:STA100;,19046.0,Fire: UNKNOWN TYPE FIRE,2015-12-11 22:54:16,ABINGTON,THE FAIRWAY  & RYDAL RD,1
497,40.1147453,-75.2854469,W GERMANTOWN PIKE & LAUNFALL RD; PLYMOUTH; 2015-12-11 @ 22:52:59;,19462.0,Traffic: VEHICLE ACCIDENT -,2015-12-11 22:52:59,PLYMOUTH,W GERMANTOWN PIKE & LAUNFALL RD,1
498,40.253961,-75.6511878,REYNOLDS AVE & JOHNSON ST;  POTTSTOWN; Station 329; 2015-12-11 @ 23:09:33;,19464.0,EMS: UNKNOWN MEDICAL EMERGENCY,2015-12-11 23:09:33,POTTSTOWN,REYNOLDS AVE & JOHNSON ST,1
499,40.1038678,-75.1297875,WANAMAKER RD & BAEDER RD;  ABINGTON; Station 382; 2015-12-11 @ 23:12:39;,19046.0,EMS: CARDIAC EMERGENCY,2015-12-11 23:12:39,ABINGTON,WANAMAKER RD & BAEDER RD,1
500,40.2465386,-75.6488196,KING ST & PENN ST;  POTTSTOWN; Station 329; 2015-12-11 @ 23:15:17;,19464.0,EMS: UNKNOWN MEDICAL EMERGENCY,2015-12-11 23:15:17,POTTSTOWN,KING ST & PENN ST,1
501,40.1001509,-75.1517694,GLENSIDE AVE & NEW ST;  CHELTENHAM; Station 358A; 2015-12-11 @ 23:40:37;,19038.0,EMS: HEAD INJURY,2015-12-11 23:40:37,CHELTENHAM,GLENSIDE AVE & NEW ST,1
502,40.3379554,-75.5691323,HOFFMANSVILLE RD & KULPS RD;  NEW HANOVER; Station 332; 2015-12-11 @ 23:39:18;,18074.0,EMS: CARDIAC EMERGENCY,2015-12-11 23:39:18,NEW HANOVER,HOFFMANSVILLE RD & KULPS RD,1
503,40.129867,-75.349593,STERIGERE ST & BUTTONWOOD ST; NORRISTOWN; 2015-12-11 @ 23:46:56;,19401.0,Traffic: VEHICLE ACCIDENT -,2015-12-11 23:46:56,NORRISTOWN,STERIGERE ST & BUTTONWOOD ST,1
504,40.2353731,-75.2247509,STUMP RD & HORSHAM RD;  MONTGOMERY; Station 345A; 2015-12-11 @ 23:58:50;,19454.0,EMS: HEAD INJURY,2015-12-11 23:58:50,MONTGOMERY,STUMP RD & HORSHAM RD,1
505,40.0117673,-75.2946732,MONTGOMERY AVE & WOODSIDE RD;  LOWER MERION; Station 313; 2015-12-12 @ 00:15:12;,19041.0,EMS: CARDIAC EMERGENCY,2015-12-12 00:15:12,LOWER MERION,MONTGOMERY AVE & WOODSIDE RD,1
506,40.1241473,-75.0609301,RED LION RD & MURRAY AVE;  LOWER MORELAND; Station 355; 2015-12-12 @ 00:25:14;,19006.0,EMS: EMS SPECIAL SERVICE,2015-12-12 00:25:14,LOWER MORELAND,RED LION RD & MURRAY AVE,1
507,40.2513703,-75.4657098,PERKIOMEN AVE & 3RD ST; SCHWENKSVILLE; 2015-12-12 @ 00:29:36-Station:STA73;,19473.0,Fire: FIRE ALARM,2015-12-12 00:29:36,SCHWENKSVILLE,PERKIOMEN AVE & 3RD ST,1
508,40.2604599,-75.4553758,PARK AVE & PENNYPACKER RD; PERKIOMEN; 2015-12-12 @ 00:36:21;,19473.0,Traffic: VEHICLE ACCIDENT -,2015-12-12 00:36:21,PERKIOMEN,PARK AVE & PENNYPACKER RD,1
509,40.03813,-75.258681,HAGYS FORD RD & CHERMAR LN;  LOWER MERION; Station 313; 2015-12-12 @ 00:46:59;,19072.0,EMS: FALL VICTIM,2015-12-12 00:46:59,LOWER MERION,HAGYS FORD RD & CHERMAR LN,1
510,40.1147605,-75.3378565,MOORE ST & ARCH ST; NORRISTOWN; 2015-12-12 @ 00:51:53-Station:STA27;,19401.0,Fire: GAS-ODOR/LEAK,2015-12-12 00:51:53,NORRISTOWN,MOORE ST & ARCH ST,1
511,40.2058374,-75.2656317,GWYNEDD MANOR RD & SUMNEYTOWN PIKE; UPPER GWYNEDD; 2015-12-12 @ 00:59:34;,19454.0,Traffic: HAZARDOUS ROAD CONDITIONS -,2015-12-12 00:59:34,UPPER GWYNEDD,GWYNEDD MANOR RD & SUMNEYTOWN PIKE,1
512,40.1162914,-75.3316297,THOMAS ST & THOMAS CIR;  NORRISTOWN; Station 308A; 2015-12-12 @ 01:04:03;,19401.0,EMS: MATERNITY,2015-12-12 01:04:03,NORRISTOWN,THOMAS ST & THOMAS CIR,1
513,40.0200189,-75.3340404,ROBERTS RD & CASTLEFINN LN;  DELAWARE COUNTY; Station EMS; 2015-12-12 @ 01:09:57;,19010.0,EMS: CARDIAC EMERGENCY,2015-12-12 01:09:57,DELAWARE COUNTY,ROBERTS RD & CASTLEFINN LN,1
514,40.2948168,-75.537972,BIG RD & COLONIAL RD;  UPPER FREDERICK; Station 331; 2015-12-12 @ 01:06:34;,18074.0,EMS: ABDOMINAL PAINS,2015-12-12 01:06:34,UPPER FREDERICK,BIG RD & COLONIAL RD,1
515,40.0755363,-75.3046354,3RD AVE & FAYETTE ST;  CONSHOHOCKEN; Station 313A; 2015-12-12 @ 01:33:27;,19428.0,EMS: ABDOMINAL PAINS,2015-12-12 01:33:27,CONSHOHOCKEN,3RD AVE & FAYETTE ST,1
516,40.2464683,-75.3012762,ERIE DR & MT VERNON ST;  TOWAMENCIN; Station 345B; 2015-12-12 @ 01:46:20;,19446.0,EMS: CARDIAC EMERGENCY,2015-12-12 01:46:20,TOWAMENCIN,ERIE DR & MT VERNON ST,1
517,40.1633929,-75.111072,S YORK RD & S WARMINSTER RD; UPPER MORELAND; 2015-12-12 @ 02:02:40;,19040.0,Traffic: VEHICLE ACCIDENT -,2015-12-12 02:02:40,UPPER MORELAND,S YORK RD & S WARMINSTER RD,1
518,40.1874778,-75.1779653,LANGDON AVE & GILMAN RD;  HORSHAM; Station 352; 2015-12-12 @ 02:07:57;,19044.0,EMS: CARDIAC EMERGENCY,2015-12-12 02:07:57,HORSHAM,LANGDON AVE & GILMAN RD,1
519,40.2567791,-75.3135068,TANNER WAY & GRIST MILL DR;  TOWAMENCIN; Station 345B; 2015-12-12 @ 02:34:58;,19446.0,EMS: DIABETIC EMERGENCY,2015-12-12 02:34:58,TOWAMENCIN,TANNER WAY & GRIST MILL DR,1
520,40.2520891,-75.6458069,SPRUCE ST & JEFFERSON AVE;  POTTSTOWN; Station 329; 2015-12-12 @ 02:34:23;,19464.0,EMS: UNCONSCIOUS SUBJECT,2015-12-12 02:34:23,POTTSTOWN,SPRUCE ST & JEFFERSON AVE,1
521,40.2387237,-75.578516,EVERGREEN RD & W LIGHTCAP RD;  LOWER POTTSGROVE; Station 329; 2015-12-12 @ 02:47:35;,19464.0,EMS: ALTERED MENTAL STATUS,2015-12-12 02:47:35,LOWER POTTSGROVE,EVERGREEN RD & W LIGHTCAP RD,1
522,40.1933967,-75.1580487,ENTERPRISE RD & PRIVET RD; HORSHAM; 2015-12-12 @ 03:05:52-Station:STA15;,19044.0,Fire: FIRE ALARM,2015-12-12 03:05:52,HORSHAM,ENTERPRISE RD & PRIVET RD,1
523,40.0896039,-75.1483371,BARKER RD & GREENWOOD AVE;  CHELTENHAM; Station 358A; 2015-12-12 @ 03:03:57;,19095.0,EMS: RESCUE - GENERAL,2015-12-12 03:03:57,CHELTENHAM,BARKER RD & GREENWOOD AVE,1
524,40.0896039,-75.1483371,BARKER RD & GREENWOOD AVE; CHELTENHAM; 2015-12-12 @ 03:03:46-Station:STA1;,19095.0,Fire: RESCUE - GENERAL,2015-12-12 03:03:46,CHELTENHAM,BARKER RD & GREENWOOD AVE,1
525,40.2522137,-75.2522111,DOYLESTOWN PIKE & COWPATH RD; MONTGOMERY; 2015-12-12 @ 03:15:48;,19095.0,Traffic: VEHICLE FIRE -,2015-12-12 03:15:48,MONTGOMERY,DOYLESTOWN PIKE & COWPATH RD,1
526,40.1741251,-75.1250949,BLAIR MILL RD;  HORSHAM; Station 352; 2015-12-12 @ 03:22:44;,19095.0,EMS: VEHICLE ACCIDENT,2015-12-12 03:22:44,HORSHAM,BLAIR MILL RD,1
527,40.2522137,-75.2522111,DOYLESTOWN PIKE & COWPATH RD; MONTGOMERY; 2015-12-12 @ 03:21:04-Station:STA18;,19095.0,Fire: VEHICLE FIRE,2015-12-12 03:21:04,MONTGOMERY,DOYLESTOWN PIKE & COWPATH RD,1
528,40.2581659,-75.6406249,LOGAN ST & GAY ST;  POTTSTOWN; Station 329; 2015-12-12 @ 03:22:12;,19464.0,EMS: CARDIAC EMERGENCY,2015-12-12 03:22:12,POTTSTOWN,LOGAN ST & GAY ST,1
529,40.176082,-75.1231279,BLAIR MILL RD & HORSHAM RD; HORSHAM; 2015-12-12 @ 03:22:23;,19044.0,Traffic: VEHICLE ACCIDENT -,2015-12-12 03:22:23,HORSHAM,BLAIR MILL RD & HORSHAM RD,1
530,40.1364894,-75.3049702,E GERMANTOWN PIKE & ARCH RD; PLYMOUTH; 2015-12-12 @ 03:36:23;,19401.0,Traffic: DISABLED VEHICLE -,2015-12-12 03:36:23,PLYMOUTH,E GERMANTOWN PIKE & ARCH RD,1
531,40.1685378,-75.4982005,BLACK ROCK RD & S TRAPPE RD; UPPER PROVIDENCE; 2015-12-12 @ 03:50:29-Station:STA98;,19468.0,Fire: FIRE ALARM,2015-12-12 03:50:29,UPPER PROVIDENCE,BLACK ROCK RD & S TRAPPE RD,1
532,40.2467017,-75.296891,COLUMBIA AVE & S VALLEY FORGE RD;  LANSDALE; Station 345B; 2015-12-12 @ 03:56:28;,19446.0,EMS: CARDIAC EMERGENCY,2015-12-12 03:56:28,LANSDALE,COLUMBIA AVE & S VALLEY FORGE RD,1
533,40.1082672,-75.3062326,BLUEROUTE  & RAMP I476 NB TO GERMANTOWN PIKE WB; PLYMOUTH; 2015-12-12 @ 04:14:03;,19446.0,Traffic: DISABLED VEHICLE -,2015-12-12 04:14:03,PLYMOUTH,BLUEROUTE  & RAMP I476 NB TO GERMANTOWN PIKE WB,1
534,40.1085232,-75.3200299,LUCETTA ST & HAWS ALY;  PLYMOUTH; Station 308A; 2015-12-12 @ 04:32:36;,19462.0,EMS: CARDIAC EMERGENCY,2015-12-12 04:32:36,PLYMOUTH,LUCETTA ST & HAWS ALY,1
535,40.2456734,-75.2796667,BROAD ST & E 6TH ST;  LANSDALE; Station 345; 2015-12-12 @ 04:32:03;,19446.0,EMS: HEAD INJURY,2015-12-12 04:32:03,LANSDALE,BROAD ST & E 6TH ST,1
536,40.079761,-75.2561115,HARTS LN & CHERRYDALE DR;  WHITEMARSH; Station 318; 2015-12-12 @ 04:39:07;,19444.0,EMS: NAUSEA/VOMITING,2015-12-12 04:39:07,WHITEMARSH,HARTS LN & CHERRYDALE DR,1
537,40.1585374,-75.2141231,BETHLEHEM PIKE & ARGYLE AVE; AMBLER; 2015-12-12 @ 04:42:26-Station:STA7;,19002.0,Fire: FIRE ALARM,2015-12-12 04:42:26,AMBLER,BETHLEHEM PIKE & ARGYLE AVE,1
538,40.2890267,-75.3995896,MAIN ST & OLD SUMNEYTOWN PIKE;  LOWER SALFORD; Station 344; 2015-12-12 @ 05:05:24;,19438.0,EMS: FALL VICTIM,2015-12-12 05:05:24,LOWER SALFORD,MAIN ST & OLD SUMNEYTOWN PIKE,1
539,40.0688245,-75.3112438,CRAWFORD AVE & FRONT ST; WEST CONSHOHOCKEN; 2015-12-12 @ 05:13:16;,19428.0,Traffic: VEHICLE ACCIDENT -,2015-12-12 05:13:16,WEST CONSHOHOCKEN,CRAWFORD AVE & FRONT ST,1
540,40.079117,-75.281072,JOSHUA RD & CEDAR GROVE RD;  WHITEMARSH; Station 318; 2015-12-12 @ 05:25:34;,19444.0,EMS: HEMORRHAGING,2015-12-12 05:25:34,WHITEMARSH,JOSHUA RD & CEDAR GROVE RD,1
541,40.1165845,-75.2502412,ROGERS CIR;  WHITEMARSH; Station 318; 2015-12-12 @ 05:22:51;,19462.0,EMS: VEHICLE ACCIDENT,2015-12-12 05:22:51,WHITEMARSH,ROGERS CIR,1
542,40.2605317,-75.3995089,ROGERS CIR & KNOX RD; LOWER SALFORD; 2015-12-12 @ 05:22:51;,19462.0,Traffic: VEHICLE ACCIDENT -,2015-12-12 05:22:51,LOWER SALFORD,ROGERS CIR & KNOX RD,1
543,40.2287408,-75.3536231,MORRIS RD & BUSTARD RD; TOWAMENCIN; 2015-12-12 @ 05:33:37;,19446.0,Traffic: VEHICLE ACCIDENT -,2015-12-12 05:33:37,TOWAMENCIN,MORRIS RD & BUSTARD RD,1
544,40.251523,-75.329557,ROGERS CIR & KNOX RD; TOWAMENCIN; 2015-12-12 @ 05:22:51;,19446.0,Traffic: VEHICLE ACCIDENT -,2015-12-12 05:22:51,TOWAMENCIN,ROGERS CIR & KNOX RD,1
545,40.1483769,-75.1287205,W MORELAND RD;  UPPER MORELAND; Station 381; 2015-12-12 @ 05:39:25;,19090.0,EMS: UNKNOWN MEDICAL EMERGENCY,2015-12-12 05:39:25,UPPER MORELAND,W MORELAND RD,1
546,40.116339,-75.2486824,STENTON AVE & ROGERS CIR;  WHITEMARSH; Station 318; 2015-12-12 @ 05:22:51;,19462.0,EMS: VEHICLE ACCIDENT,2015-12-12 05:22:51,WHITEMARSH,STENTON AVE & ROGERS CIR,1
547,40.116339,-75.2486824,STENTON AVE & ROGERS CIR; WHITEMARSH; 2015-12-12 @ 05:22:51;,19462.0,Traffic: VEHICLE ACCIDENT -,2015-12-12 05:22:51,WHITEMARSH,STENTON AVE & ROGERS CIR,1
548,40.1741312,-75.0984907,WARMINSTER RD & BYBERRY RD; HATBORO; 2015-12-12 @ 05:51:02-Station:STA95;,19040.0,Fire: FIRE ALARM,2015-12-12 05:51:02,HATBORO,WARMINSTER RD & BYBERRY RD,1
549,40.0857366,-75.1873591,HULL DR & CHURCHILL RD;  SPRINGFIELD; Station 311; 2015-12-12 @ 06:14:21;,19038.0,EMS: FALL VICTIM,2015-12-12 06:14:21,SPRINGFIELD,HULL DR & CHURCHILL RD,1
550,40.108974,-75.2138303,BETHLEHEM PIKE & SPRINGFIELD AVE; SPRINGFIELD; 2015-12-12 @ 06:22:12;,19031.0,Traffic: DISABLED VEHICLE -,2015-12-12 06:22:12,SPRINGFIELD,BETHLEHEM PIKE & SPRINGFIELD AVE,1
551,40.1382669,-75.3201093,VALLEYVIEW RD & VALLEYVIEW CIR; EAST NORRITON; 2015-12-12 @ 06:39:31;,19401.0,Traffic: HAZARDOUS ROAD CONDITIONS -,2015-12-12 06:39:31,EAST NORRITON,VALLEYVIEW RD & VALLEYVIEW CIR,1
552,40.01395,-75.2475369,HOWE RD & STANDISH RD;  LOWER MERION; Station 313; 2015-12-12 @ 07:00:19;,19066.0,EMS: UNRESPONSIVE SUBJECT,2015-12-12 07:00:19,LOWER MERION,HOWE RD & STANDISH RD,1
553,40.0933767,-75.1607191,S EASTON RD & FORSYTHE AVE; CHELTENHAM; 2015-12-12 @ 07:00:36;,19038.0,Traffic: VEHICLE ACCIDENT -,2015-12-12 07:00:36,CHELTENHAM,S EASTON RD & FORSYTHE AVE,1
554,40.0921365,-75.1620346,EASTON RD & LIMEKILN PIKE; CHELTENHAM; 2015-12-12 @ 07:01:20-Station:STA1;,19095.0,Fire: CARBON MONOXIDE DETECTOR,2015-12-12 07:01:20,CHELTENHAM,EASTON RD & LIMEKILN PIKE,1
555,40.2393353,-75.2935767,RICHARDSON AVE & PERKIOMEN AVE;  LANSDALE; Station 345B; 2015-12-12 @ 07:03:59;,19446.0,EMS: SEIZURES,2015-12-12 07:03:59,LANSDALE,RICHARDSON AVE & PERKIOMEN AVE,1
556,40.0821931,-75.2980772,FAYETTE ST & W 11TH AVE;  CONSHOHOCKEN; Station 313A; 2015-12-12 @ 07:07:52;,19428.0,EMS: RESPIRATORY EMERGENCY,2015-12-12 07:07:52,CONSHOHOCKEN,FAYETTE ST & W 11TH AVE,1
